﻿Account Name,Asset Inventory,Associated Malware,Associated Tags,Bugtraq ID,CVE ID,Category,Computer Name (DNS),Created By ID,Created Date,Date Last Fixed,Deleted,Devices connected from IP addresses,Exploitability,External IPs Count,FQDN,First Detected,IP,IP Interfaces,IP Status,IPs,Impact,Instance,Is Latest,Last Detected,Last Modified Date,Last Referenced Date,Last Viewed Date,NetBIOS,Network,OS,OS CPE,PCI Vuln,Parent Account Name,Port,Protocol,QG Host ID,QID,QID Frm,QID+QG_Host_ID,Results,SSL,Scan Status,Scan Summary,Severity,Solution,System Modstamp,Threat,Ticket State,Times Detected,Tracking Method,Type,Used Scan Summary for count,Vendor Reference,Vuln Status,Vulnerability,Vulnerability Description,isRemediated
"PJ Lund DDS PLLC","-","-","-","-","-","-","-","005f4000000fHSKAA2","4/9/2024, 3:31:41 AM","-","false","DC-SERVER,TS-ORTHO,TS-PEDO,RDGATEWAY,TS-QUICKBOOKS","-","-","-","-","65.74.140.164","-","No vulnerabilities match your filters for these hosts","-","-","-","true","-","4/9/2024, 3:31:41 AM","-","-","-","-","-","-","false","-","-","-","-","-","-","-","-","-","New","a29Ri000001vebIIAQ","0","-","4/9/2024, 3:31:41 AM","-","-","-","-","-","-","-","-","QSD - 21708675","-","false"
"PJ Lund DDS PLLC","-","-","-","-","-","-","-","005f4000000fHSKAA2","4/9/2024, 3:31:41 AM","-","false","MKD-S-ADMINPC,MKD-S-OPENBAY1P,EMS-CALLCTR2PC,S-SC1PC,EMS-CALLCTR4PC,MKD-S-QROOM2PC,MKD-S-SC1PC,EMS-PRACFIN2PC,EMS-CALLCTR1PC,EMS-COOPC,EMS-ADMIN2PC,S-DRPJLPC,MKD-S-OPENBAY2P,MKD-S-OPENBAY3P,MKD-S-XRAYPC,MKD-S-QROOM1PC,EMS-MKTING2PC,EMS-PRACFIN1PC,EMS-CALLCTR3PC,MKD-S-SC2PC,S-CLINIC4,EMS-ADMIN1PC,EMS-MKTING1PC,EMS-FINANCEPC,S-DELLAPTOPNEW,EMS-CONFERENCER,EMS-SUPPLYCHAIN,S-CLINIC1PC,EMS-PHONESYSPC,EMS-MISTY2IN1LT,S-EXRM1PC2,S-PANOPC2,S-CLINIC2PC,S-CLINIC5PC,S-CLINIC3PC,EMS-BACKOFFPC,MKD-S-PLEXPC","-","3","-","-","50.175.43.102","-","hosts not scanned, host not alive, 3 hosts","50.175.43.102,173.160.161.101,173.160.210.213","-","-","true","-","4/9/2024, 3:31:41 AM","-","-","-","-","-","-","false","-","-","-","-","-","-","-","-","-","New","a29Ri000001vebIIAQ","0","-","4/9/2024, 3:31:41 AM","-","-","-","-","-","-","-","-","QSD - 21708674","-","false"
"PJ Lund DDS PLLC","-","-","-","-","-","General remote services","74-93-109-253-washington.hfc.comcastbusiness.net","005f4000000fHSKAA2","4/9/2024, 3:31:41 AM","-","false","M-SC2,M-SC1,M-OPENBAY4,M-XRAY,M-INFANTEXAMAIO,M-OP2,LS-OP1PC-2,L-ADMIN2PC,M-PANO,M-OPENBAY3,M-OPENBAY2,L-CLINIC5PC,M-FC,M-OP3PC,M-OP4,L-SPRRM1PC,L-CLINIC4PC,LKS-LAPTOP,L-DOCTORPC,L-CLINIC3PC,L-SPRRM2PC,L-SPRRM3PC,M-PMMISTY,L-CLINICCTRPC,L-PANOPC,L-PMMISTY,L-CLINIC7PC,L-CLINIC2PC,L-CLINIC8PC,L-CLINIC6PC,L-PRFCPC,L-LABPC,L-SC2PC,L-SC1PC,MKD-LS-OPENBAY1,M-DR2,L-CLINIC1PC,M-DR1,L-SECSERV1-HVH,MKD-PLEXPC,L-PATEDPC,L-CHECKINAIO,L-ADMIN4PC,SNO-LAPTOP","-","-","-","-","74.93.109.253","-","host scanned, found vuln","-","An attacker may create a pair of X.509 certificates with differing information which share the same signature. If one of the certificates is signed, the signature may be used for the second certificate as well. It is possible to exploit this issue to gain a signed certificate for an identity the attacker does not control, or to gain a signed certificate as an intermediary signing authority. In the second case, the attacker will be able to sign additional, arbitrary certificates which will be trusted by any party trusting the original, legitimate authority.   An attacker is most likely to exploit this issue to conduct phishing attacks or to impersonate legitimate Web sites by taking advantage of malicious certificates. Other attacks are likely to be possible.","-","true","-","4/9/2024, 3:31:41 AM","-","-","-","-","Windows Vista / Windows 2008 / Windows 7 / Windows 2012 / Windows 8 / Windows 10","-","false","-","38881","tcp","-","38655","38655","38655","NAME	VALUE Certificate	CN=GeneralLicense,OU=Engineering-Internal,O=Avigilon Corp.,ST=British Columbia,C=CA at level 0 was signed using sha1WithRSAEncryption algorithm which is considered weak.","over ssl","New","a29Ri000001vebIIAQ","2","Workaround: If the certificate is signed using SHA1 hash function then a new certificate should be obtained which uses a more collision proof hashing algorithm such as SHA-256","4/9/2024, 3:31:41 AM","Hash algorithms are used to generate a hash value for a message (an arbitrary block of data) such that a number of cryptographic properties hold. In particular it is expected to be resistant to collisions, that is that given a message m, it is difficult to compute a second message m' such that both have the same hash value.   Hash algorithms are used in many cryptographic applications. In particular, they are used in order to sign X.509 certificates used to verify identity in a variety of applications, including SSL communications.   SHA1 has been deprecated for certificate signatures. In 2017, all browsers will stop trusting web sites that continue to use this weak hash function for signatures.","-","-","-","Vuln","-","tcp","-","QSD - 21708673","X.509 Certificate SHA1 Signature Collision Vulnerability","false"
"PJ Lund DDS PLLC","-","-","-","-","-","General remote services","74-93-109-253-washington.hfc.comcastbusiness.net","005f4000000fHSKAA2","4/9/2024, 3:31:41 AM","-","false","M-SC2,M-SC1,M-OPENBAY4,M-XRAY,M-INFANTEXAMAIO,M-OP2,LS-OP1PC-2,L-ADMIN2PC,M-PANO,M-OPENBAY3,M-OPENBAY2,L-CLINIC5PC,M-FC,M-OP3PC,M-OP4,L-SPRRM1PC,L-CLINIC4PC,LKS-LAPTOP,L-DOCTORPC,L-CLINIC3PC,L-SPRRM2PC,L-SPRRM3PC,M-PMMISTY,L-CLINICCTRPC,L-PANOPC,L-PMMISTY,L-CLINIC7PC,L-CLINIC2PC,L-CLINIC8PC,L-CLINIC6PC,L-PRFCPC,L-LABPC,L-SC2PC,L-SC1PC,MKD-LS-OPENBAY1,M-DR2,L-CLINIC1PC,M-DR1,L-SECSERV1-HVH,MKD-PLEXPC,L-PATEDPC,L-CHECKINAIO,L-ADMIN4PC,SNO-LAPTOP","-","-","-","-","74.93.109.253","-","host scanned, found vuln","-","By exploiting this vulnerability, man-in-the-middle attacks in tandem with DNS cache poisoning can occur.   Exception:  If the server communicates only with a restricted set of clients who have the server certificate or the trusted CA certificate, then the server or CA certificate may not be available publicly, and the scan will be unable to verify the signature.","-","true","-","4/9/2024, 3:31:41 AM","-","-","-","-","Windows Vista / Windows 2008 / Windows 7 / Windows 2012 / Windows 8 / Windows 10","-","false","-","38881","tcp","-","38173","38173","38173","Certificate 0 CN=GeneralLicense,OU=Engineering-Internal,O=Avigilon_Corp.,ST=British_Columbia,C=CA ISSUER:_CN=Avigilon_CA_(ROOT),OU=Engineering-Internal,O=Avigilon_Corp.,L=Vancouver,ST=British_Columbia,C=CA self signed certificate in certificate chain","over ssl","New","a29Ri000001vebIIAQ","2","Please install a server certificate signed by a trusted third-party Certificate Authority.","4/9/2024, 3:31:41 AM","An SSL Certificate associates an entity (person, organization, host, etc.) with a Public Key. In an SSL connection, the client authenticates the remote server using the server's Certificate and extracts the Public Key in the Certificate to establish the secure connection. The authentication is done by verifying that the public key in the certificate is signed by a trusted third-party Certificate Authority.   If a client is unable to verify the certificate, it can abort communication or prompt the user to continue the communication without authentication.","-","-","-","Vuln","-","tcp","-","QSD - 21708672","SSL Certificate - Signature Verification Failed Vulnerability","false"
"PJ Lund DDS PLLC","-","-","-","-","-","General remote services","74-93-109-253-washington.hfc.comcastbusiness.net","005f4000000fHSKAA2","4/9/2024, 3:31:41 AM","-","false","M-SC2,M-SC1,M-OPENBAY4,M-XRAY,M-INFANTEXAMAIO,M-OP2,LS-OP1PC-2,L-ADMIN2PC,M-PANO,M-OPENBAY3,M-OPENBAY2,L-CLINIC5PC,M-FC,M-OP3PC,M-OP4,L-SPRRM1PC,L-CLINIC4PC,LKS-LAPTOP,L-DOCTORPC,L-CLINIC3PC,L-SPRRM2PC,L-SPRRM3PC,M-PMMISTY,L-CLINICCTRPC,L-PANOPC,L-PMMISTY,L-CLINIC7PC,L-CLINIC2PC,L-CLINIC8PC,L-CLINIC6PC,L-PRFCPC,L-LABPC,L-SC2PC,L-SC1PC,MKD-LS-OPENBAY1,M-DR2,L-CLINIC1PC,M-DR1,L-SECSERV1-HVH,MKD-PLEXPC,L-PATEDPC,L-CHECKINAIO,L-ADMIN4PC,SNO-LAPTOP","-","-","-","-","74.93.109.253","-","host scanned, found vuln","-","By exploiting this vulnerability, an attacker can launch a man-in-the-middle attack.","-","true","-","4/9/2024, 3:31:41 AM","-","-","-","-","Windows Vista / Windows 2008 / Windows 7 / Windows 2012 / Windows 8 / Windows 10","-","false","-","38881","tcp","-","38169","38169","38169","Certificate 1 CN=Avigilon_CA_(ROOT),OU=Engineering-Internal,O=Avigilon_Corp.,L=Vancouver,ST=British_Columbia,C=CA  is a self signed certificate.","over ssl","New","a29Ri000001vebIIAQ","2","Please install a server certificate signed by a trusted third-party Certificate Authority.","4/9/2024, 3:31:41 AM","An SSL Certificate associates an entity (person, organization, host, etc.) with a Public Key. In an SSL connection, the client authenticates the remote server using the server's Certificate and extracts the Public Key in the Certificate to establish the secure connection.   The client can trust that the Server Certificate belongs to the server only if it is signed by a mutually trusted third-party Certificate Authority (CA). Self-signed certificates are created generally for testing purposes or to avoid paying third-party CAs. These should not be used on any production or critical servers.   By exploiting this vulnerability, an attacker can impersonate the server by presenting a fake self-signed certificate. If the client knows that the server does not have a trusted certificate, it will accept this spoofed certificate and communicate with the remote server.","-","-","-","Vuln","-","tcp","-","QSD - 21708671","SSL Certificate - Self-Signed Certificate","false"
"PJ Lund DDS PLLC","-","-","-","-","-","General remote services","74-93-109-253-washington.hfc.comcastbusiness.net","005f4000000fHSKAA2","4/9/2024, 3:31:41 AM","-","false","M-SC2,M-SC1,M-OPENBAY4,M-XRAY,M-INFANTEXAMAIO,M-OP2,LS-OP1PC-2,L-ADMIN2PC,M-PANO,M-OPENBAY3,M-OPENBAY2,L-CLINIC5PC,M-FC,M-OP3PC,M-OP4,L-SPRRM1PC,L-CLINIC4PC,LKS-LAPTOP,L-DOCTORPC,L-CLINIC3PC,L-SPRRM2PC,L-SPRRM3PC,M-PMMISTY,L-CLINICCTRPC,L-PANOPC,L-PMMISTY,L-CLINIC7PC,L-CLINIC2PC,L-CLINIC8PC,L-CLINIC6PC,L-PRFCPC,L-LABPC,L-SC2PC,L-SC1PC,MKD-LS-OPENBAY1,M-DR2,L-CLINIC1PC,M-DR1,L-SECSERV1-HVH,MKD-PLEXPC,L-PATEDPC,L-CHECKINAIO,L-ADMIN4PC,SNO-LAPTOP","-","-","-","-","74.93.109.253","-","host scanned, found vuln","-","By exploiting this vulnerability, man-in-the-middle attacks in tandem with DNS cache poisoning can occur.   Exception:  If the server communicates only with a restricted set of clients who have the server certificate or the trusted CA certificate, then the server or CA certificate may not be available publicly, and the scan will be unable to verify the signature.","-","true","-","4/9/2024, 3:31:41 AM","-","-","-","-","Windows Vista / Windows 2008 / Windows 7 / Windows 2012 / Windows 8 / Windows 10","-","false","-","443","tcp","-","38173","38173","38173","Certificate 0 CN=Avigilon_Gateway ISSUER:_CN=Avigilon_Gateway self signed certificate","over ssl","New","a29Ri000001vebIIAQ","2","Please install a server certificate signed by a trusted third-party Certificate Authority.","4/9/2024, 3:31:41 AM","An SSL Certificate associates an entity (person, organization, host, etc.) with a Public Key. In an SSL connection, the client authenticates the remote server using the server's Certificate and extracts the Public Key in the Certificate to establish the secure connection. The authentication is done by verifying that the public key in the certificate is signed by a trusted third-party Certificate Authority.   If a client is unable to verify the certificate, it can abort communication or prompt the user to continue the communication without authentication.","-","-","-","Vuln","-","tcp","-","QSD - 21708670","SSL Certificate - Signature Verification Failed Vulnerability","false"
"PJ Lund DDS PLLC","-","-","-","-","-","General remote services","74-93-109-253-washington.hfc.comcastbusiness.net","005f4000000fHSKAA2","4/9/2024, 3:31:41 AM","-","false","M-SC2,M-SC1,M-OPENBAY4,M-XRAY,M-INFANTEXAMAIO,M-OP2,LS-OP1PC-2,L-ADMIN2PC,M-PANO,M-OPENBAY3,M-OPENBAY2,L-CLINIC5PC,M-FC,M-OP3PC,M-OP4,L-SPRRM1PC,L-CLINIC4PC,LKS-LAPTOP,L-DOCTORPC,L-CLINIC3PC,L-SPRRM2PC,L-SPRRM3PC,M-PMMISTY,L-CLINICCTRPC,L-PANOPC,L-PMMISTY,L-CLINIC7PC,L-CLINIC2PC,L-CLINIC8PC,L-CLINIC6PC,L-PRFCPC,L-LABPC,L-SC2PC,L-SC1PC,MKD-LS-OPENBAY1,M-DR2,L-CLINIC1PC,M-DR1,L-SECSERV1-HVH,MKD-PLEXPC,L-PATEDPC,L-CHECKINAIO,L-ADMIN4PC,SNO-LAPTOP","-","-","-","-","74.93.109.253","-","host scanned, found vuln","-","A man-in-the-middle attacker can exploit this vulnerability in tandem with a DNS cache poisoning attack to lure the client to another server, and then steal all the encryption communication.","-","true","-","4/9/2024, 3:31:41 AM","-","-","-","-","Windows Vista / Windows 2008 / Windows 7 / Windows 2012 / Windows 8 / Windows 10","-","false","-","443","tcp","-","38170","38170","38170","Certificate 0 CN=Avigilon_Gateway (Avigilon Gateway) doesn't resolve","over ssl","New","a29Ri000001vebIIAQ","2","Please install a server certificate whose Subject commonName or subjectAltName matches the server FQDN.","4/9/2024, 3:31:41 AM","An SSL Certificate associates an entity (person, organization, host, etc.) with a Public Key. In an SSL connection, the client authenticates the remote server using the server's Certificate and extracts the Public Key in the Certificate to establish the secure connection.   A certificate whose Subject commonName or subjectAltName does not match the server FQDN offers only encryption without authentication.   Please note that a false positive reporting of this vulnerability is possible in the following case:  If the common name of the certificate uses a wildcard such as *.somedomainname.com and the reverse DNS resolution of the target IP is not configured. In this case there is no way for Qualys to associate the wildcard common name to the IP. Adding a reverse DNS lookup entry to the target IP will solve this problem.","-","-","-","Vuln","-","tcp","-","QSD - 21708669","SSL Certificate - Subject Common Name Does Not Match Server FQDN","false"
